"Census Profile, 2021 Census of Population"
,,,"Vancouver, City (CY) [Census subdivision], British Columbia",,,,,,
"Location of study compared with province or territory of residence","        Mexico",,  3490,"",  1690,"",  1800,"",
"Location of study compared with province or territory of residence","        Cuba",,    60,"",    20,"",    45,"",
"Location of study compared with province or territory of residence","        Haiti",,     0,"",     0,"",     0,"",
"Location of study compared with province or territory of residence","        Jamaica",,    40,"",    25,"",    20,"",
"Location of study compared with province or territory of residence","        Brazil",,  3170,"",  1490,"",  1680,"",
"Location of study compared with province or territory of residence","        Colombia",,   685,"",   315,"",   365,"",
"Location of study compared with province or territory of residence","        Peru",,   215,"",    80,"",   130,"",
"Location of study compared with province or territory of residence","        Venezuela",95,   225,"",   100,"",   130,"",
"Location of study compared with province or territory of residence","        Other locations of study in Americas",,  1255,"",   620,"",   630,"",
"Location of study compared with province or territory of residence","      Europe",, 25945,"", 13340,"", 12605,"",
"Location of study compared with province or territory of residence","        Belgium",,   250,"",   150,"",   100,"",
"Location of study compared with province or territory of residence","        France",,  2330,"",  1260,"",  1065,"",
"Location of study compared with province or territory of residence","        Germany",,  1175,"",   575,"",   600,"",
"Location of study compared with province or territory of residence","        Netherlands",,   455,"",   250,"",   205,"",
"Location of study compared with province or territory of residence","        Switzerland",,   410,"",   190,"",   225,"",
"Location of study compared with province or territory of residence","        Hungary",,   180,"",    80,"",   105,"",
"Location of study compared with province or territory of residence","        Moldova",183,    45,"",    25,"",    20,"",
"Location of study compared with province or territory of residence","        Poland",,   580,"",   285,"",   300,"",
"Location of study compared with province or territory of residence","        Romania",,   420,"",   195,"",   225,"",
"Location of study compared with province or territory of residence","        Russian Federation",,  1230,"",   555,"",   675,"",
"Location of study compared with province or territory of residence","        Ukraine",,   825,"",   335,"",   485,"",
"Location of study compared with province or territory of residence","        Ireland",96,  3755,"",  2155,"",  1600,"",
"Location of study compared with province or territory of residence","        United Kingdom",87, 10140,"",  5225,"",  4915,"",
"Location of study compared with province or territory of residence","        Bosnia and Herzegovina",,   245,"",   105,"",   145,"",
"Location of study compared with province or territory of residence","        Italy",,   635,"",   335,"",   305,"",
"Location of study compared with province or territory of residence","        Serbia",86,   525,"",   280,"",   250,"",
"Location of study compared with province or territory of residence","        Other locations of study in Europe",,  2740,"",  1345,"",  1395,"",
"Location of study compared with province or territory of residence","      Africa",,  1570,"",   910,"",   660,"",
"Location of study compared with province or territory of residence","        Nigeria",,    60,"",    40,"",    20,"",
"Location of study compared with province or territory of residence","        Algeria",,    20,"",    10,"",    15,"",
"Location of study compared with province or territory of residence","        Morocco",,    90,"",    45,"",    50,"",
"Location of study compared with province or territory of residence","        Tunisia",,    20,"",     0,"",    10,"",
"Location of study compared with province or territory of residence","        Egypt",,   250,"",   150,"",    95,"",
"Location of study compared with province or territory of residence","        South Africa, Republic of",,   885,"",   495,"",   385,"",
"Location of study compared with province or territory of residence","        Other locations of study in Africa",,   245,"",   165,"",    85,"",
"Location of study compared with province or territory of residence","      Asia",, 45510,"", 17435,"", 28070,"",
"Location of study compared with province or territory of residence","        Iran",88,  2835,"",  1190,"",  1650,"",
"Location of study compared with province or territory of residence","        Iraq",,   115,"",    85,"",    35,"",
"Location of study compared with province or territory of residence","        Israel",,   500,"",   270,"",   230,"",
"Location of study compared with province or territory of residence","        Lebanon",,   125,"",    70,"",    60,"",
"Location of study compared with province or territory of residence","        Syria",89,   105,"",    50,"",    65,"",
"Location of study compared with province or territory of residence","        Turkey",,   670,"",   400,"",   265,"",
"Location of study compared with province or territory of residence","        China",90, 11420,"",  4400,"",  7020,"",
"Location of study compared with province or territory of residence","        Taiwan",,  1960,"",   615,"",  1345,"",
"Location of study compared with province or territory of residence","        Hong Kong",91,  1850,"",   745,"",  1110,"",
"Location of study compared with province or territory of residence","        Japan",,  2885,"",   725,"",  2155,"",
"Location of study compared with province or territory of residence","        Korea, South",92,  2940,"",   895,"",  2045,"",
"Location of study compared with province or territory of residence","        Philippines",, 11535,"",  3920,"",  7615,"",
"Location of study compared with province or territory of residence","        Viet Nam",,   765,"",   210,"",   560,"",
"Location of study compared with province or territory of residence","        Bangladesh",,   320,"",   155,"",   160,"",
"Location of study compared with province or territory of residence","        Sri Lanka",,   185,"",    85,"",   100,"",
"Location of study compared with province or territory of residence","        India",,  4865,"",  2530,"",  2330,"",
"Location of study compared with province or territory of residence","        Pakistan",,   315,"",   180,"",   135,"",
"Location of study compared with province or territory of residence","        Other locations of study in Asia",,  2110,"",   925,"",  1190,"",
"Location of study compared with province or territory of residence","      Oceania",,  4385,"",  2260,"",  2130,"",
"Location of study compared with province or territory of residence","        Australia",,  3330,"",  1685,"",  1645,"",
"Location of study compared with province or territory of residence","        New Zealand",,   975,"",   545,"",   430,"",
"Location of study compared with province or territory of residence","        Other locations of study in Oceania",,    75,"",    30,"",    45,"",
"Labour force status","Total - Population aged 15 years and over by labour force status - 25% sample data",184,580010,"",281355,"",298655,"",
"Labour force status","  In the labour force",,394670,"",201045,"",193620,"",
"Labour force status","    Employed",,359280,"",183425,"",175860,"",
"Labour force status","    Unemployed",, 35390,"", 17630,"", 17765,"",
"Labour force status","  Not in the labour force",,185345,"", 80305,"",105035,"",
"Labour force status","Participation rate",,   68.0,"",   71.5,"",   64.8,"",
"Labour force status","Employment rate",,   61.9,"",   65.2,"",   58.9,"",
"Labour force status","Unemployment rate",,    9.0,"",    8.8,"",    9.2,"",
"Work activity during the reference year","Total - Population aged 15 years and over by work activity during the reference year - 25% sample data",185,580015,"",281350,"",298660,"",
"Work activity during the reference year","  Did not work",186,191360,"", 84275,"",107080,"",
"Work activity during the reference year","  Worked",,388655,"",197075,"",191570,"",
"Work activity during the reference year","    Worked full year full time",187,200890,"",109960,"", 90930,"",
"Work activity during the reference year","    Worked part year and/or part time",188,187760,"", 87120,"",100640,"",
"Work activity during the reference year","    Average weeks worked in reference year",,   40.7,"",   41.6,"",   39.9,"",
"Class of worker including job permanency","Total - Labour force aged 15 years and over by class of worker including job permanency - 25% sample data",189,394670,"",201050,"",193625,"",
"Class of worker including job permanency","  Class of worker - not applicable",190,  7915,"",  3925,"",  3990,"",
"Class of worker including job permanency","  All classes of workers",191,386760,"",197125,"",189630,"",
"Class of worker including job permanency","    Employee",,316775,"",156395,"",160380,"",
"Class of worker including job permanency","      Permanent position",,257520,"",129205,"",128310,"",
"Class of worker including job permanency","      Temporary position",, 59255,"", 27185,"", 32075,"",
"Class of worker including job permanency","        Fixed term (1 year or more)",, 24150,"", 10950,"", 13200,"",
"Class of worker including job permanency","        Casual, seasonal or short-term position (less than 1 year)",, 35105,"", 16235,"", 18870,"",
"Class of worker including job permanency","    Self-employed",192, 69980,"", 40735,"", 29250,"",
"Occupation - Broad category - National Occupational Classification (NOC) 2021","Total - Labour force aged 15 years and over by occupation - Broad category - National Occupational Classification (NOC) 2021 - 25% sample data",193,394670,"",201050,"",193625,"",
"Occupation - Broad category - National Occupational Classification (NOC) 2021","  Occupation - not applicable",190,  7915,"",  3925,"",  3990,"",
"Occupation - Broad category - National Occupational Classification (NOC) 2021","  All occupations",191,386760,"",197125,"",189630,"",
"Occupation - Broad category - National Occupational Classification (NOC) 2021","    0 Legislative and senior management occupations",,  6520,"",  4460,"",  2055,"",
"Occupation - Broad category - National Occupational Classification (NOC) 2021","    1 Business, finance and administration occupations",, 76280,"", 28715,"", 47560,"",
"Occupation - Broad category - National Occupational Classification (NOC) 2021","    2 Natural and applied sciences and related occupations",, 43880,"", 32020,"", 11860,"",
"Occupation - Broad category - National Occupational Classification (NOC) 2021","    3 Health occupations",, 29825,"",  8605,"", 21220,"",
"Occupation - Broad category - National Occupational Classification (NOC) 2021","    4 Occupations in education, law and social, community and government services",, 50680,"", 18415,"", 32260,"",
"Occupation - Broad category - National Occupational Classification (NOC) 2021","    5 Occupations in art, culture, recreation and sport",, 32435,"", 16795,"", 15645,"",
"Occupation - Broad category - National Occupational Classification (NOC) 2021","    6 Sales and service occupations",, 95630,"", 45560,"", 50070,"",
"Occupation - Broad category - National Occupational Classification (NOC) 2021","    7 Trades, transport and equipment operators and related occupations",, 39750,"", 35160,"",  4590,"",
"Occupation - Broad category - National Occupational Classification (NOC) 2021","    8 Natural resources, agriculture and related production occupations",,  3475,"",  2525,"",   955,"",
"Occupation - Broad category - National Occupational Classification (NOC) 2021","    9 Occupations in manufacturing and utilities",,  8285,"",  4870,"",  3415,"",
"Industry - Sectors - North American Industry Classification System (NAICS) 2017","Total - Labour force aged 15 years and over by industry - Sectors - North American Industry Classification System (NAICS) 2017 - 25% sample data",194,394670,"",201050,"",193625,"",
"Industry - Sectors - North American Industry Classification System (NAICS) 2017","  Industry - not applicable",190,  7915,"",  3925,"",  3990,"",
"Industry - Sectors - North American Industry Classification System (NAICS) 2017","  All industries",191,386760,"",197125,"",189630,"",
"Industry - Sectors - North American Industry Classification System (NAICS) 2017","    11 Agriculture, forestry, fishing and hunting",,  1840,"",  1065,"",   780,"",
"Industry - Sectors - North American Industry Classification System (NAICS) 2017","    21 Mining, quarrying, and oil and gas extraction",,  1250,"",   855,"",   390,"",
"Industry - Sectors - North American Industry Classification System (NAICS) 2017","    22 Utilities",,  1665,"",  1035,"",   625,"",
"Industry - Sectors - North American Industry Classification System (NAICS) 2017","    23 Construction",, 20765,"", 17640,"",  3135,"",
"Industry - Sectors - North American Industry Classification System (NAICS) 2017","    31-33 Manufacturing",, 16305,"", 10040,"",  6270,"",
"Industry - Sectors - North American Industry Classification System (NAICS) 2017","    41 Wholesale trade",, 11445,"",  7230,"",  4215,"",
"Industry - Sectors - North American Industry Classification System (NAICS) 2017","    44-45 Retail trade",, 38470,"", 18805,"", 19665,"",
"Industry - Sectors - North American Industry Classification System (NAICS) 2017","    48-49 Transportation and warehousing",, 14565,"", 10740,"",  3835,"",
"Industry - Sectors - North American Industry Classification System (NAICS) 2017","    51 Information and cultural industries",, 22390,"", 13540,"",  8850,"",
"Industry - Sectors - North American Industry Classification System (NAICS) 2017","    52 Finance and insurance",, 18710,"",  9610,"",  9100,"",
"Industry - Sectors - North American Industry Classification System (NAICS) 2017","    53 Real estate and rental and leasing",, 11855,"",  6415,"",  5435,"",
"Industry - Sectors - North American Industry Classification System (NAICS) 2017","    54 Professional, scientific and technical services",, 58070,"", 32865,"", 25205,"",
"Industry - Sectors - North American Industry Classification System (NAICS) 2017","    55 Management of companies and enterprises",,  1225,"",   580,"",   645,"",
"Industry - Sectors - North American Industry Classification System (NAICS) 2017","    56 Administrative and support, waste management and remediation services",, 14660,"",  8250,"",  6415,"",
"Industry - Sectors - North American Industry Classification System (NAICS) 2017","    61 Educational services",, 34035,"", 12940,"", 21095,"",
"Industry - Sectors - North American Industry Classification System (NAICS) 2017","    62 Health care and social assistance",, 45910,"", 12250,"", 33660,"",
"Industry - Sectors - North American Industry Classification System (NAICS) 2017","    71 Arts, entertainment and recreation",, 11100,"",  5595,"",  5505,"",
"Industry - Sectors - North American Industry Classification System (NAICS) 2017","    72 Accommodation and food services",, 30480,"", 14670,"", 15810,"",
"Industry - Sectors - North American Industry Classification System (NAICS) 2017","    81 Other services (except public administration)",, 16780,"",  5915,"", 10865,"",
"Industry - Sectors - North American Industry Classification System (NAICS) 2017","    91 Public administration",, 15240,"",  7095,"",  8140,"",
"All languages used at work","Total - All languages used at work for the population in private households aged 15 years and over who worked since January 1, 2020 - 25% sample data",195,419270,"",212565,"",206705,"",
"All languages used at work","  English",,370305,"",189715,"",180590,"",
"All languages used at work","  French",,   575,"",   180,"",   400,"",
"All languages used at work","  Non-official language",, 11825,"",  5860,"",  5965,"",
"All languages used at work","    Indigenous",39,    20,"",    10,"",    15,"",
"All languages used at work","    Non-Indigenous",, 11810,"",  5855,"",  5955,"",
"All languages used at work","  English and French",,  4925,"",  2040,"",  2885,"",
"All languages used at work","  English and non-official language(s)",, 29720,"", 13795,"", 15920,"",
"All languages used at work","  French and non-official language(s)",,    20,"",     0,"",    15,"",
"All languages used at work","  English, French and non-official language(s)",,   755,"",   370,"",   385,"",
"All languages used at work","  Multiple non-official languages",,  1140,"",   600,"",   545,"",
"Language used most often at work","Total - Language used most often at work for the population aged 15 years and over who worked since January 1, 2020, in private households, 2021 Census - 25% sample data",196,419270,"",212565,"",206705,"",
"Language used most often at work","  Single responses",,412635,"",209390,"",203250,"",
"Language used most often at work","    Official languages",,393010,"",199815,"",193190,"",
"Language used most often at work","      English",,391745,"",199385,"",192355,"",
"Language used most often at work","      French",,  1265,"",   430,"",   840,"",
"Language used most often at work","    Non-official languages",, 19630,"",  9580,"", 10055,"",
"Language used most often at work","      Indigenous languages",39,    20,"",    10,"",    15,"",
"Language used most often at work","        Algonquian languages",,     0,"",     0,"",     0,"",
"Language used most often at work","          Blackfoot",,     0,"",     0,"",     0,"",
"Language used most often at work","          Cree-Innu languages",,     0,"",     0,"",     0,"",
"Language used most often at work","            Atikamekw",,     0,"",     0,"",     0,"",
"Language used most often at work","            Cree languages",,     0,"",     0,"",     0,"",
"Language used most often at work","              Ililimowin (Moose Cree)",,     0,"",     0,"",     0,"",
"Language used most often at work","              Inu Ayimun (Southern East Cree)",,     0,"",     0,"",     0,"",
"Language used most often at work","              Iyiyiw-Ayimiwin (Northern East Cree)",,     0,"",     0,"",     0,"",
"Language used most often at work","              Nehinawewin (Swampy Cree)",,     0,"",     0,"",     0,"",
"Language used most often at work","              Nehiyawewin (Plains Cree)",,     0,"",     0,"",     0,"",
"Language used most often at work","              Nihithawiwin (Woods Cree)",,     0,"",     0,"",     0,"",
"Language used most often at work","              Cree, n.o.s.",,     0,"",     0,"",     0,"",
"Language used most often at work","            Innu (Montagnais)",,     0,"",     0,"",     0,"",
"Language used most often at work","            Naskapi",,     0,"",     0,"",     0,"",
"Language used most often at work","          Eastern Algonquian languages",,     0,"",     0,"",     0,"",
"Language used most often at work","            Mi'kmaq",,     0,"",     0,"",     0,"",
"Language used most often at work","            Wolastoqewi (Malecite)",,     0,"",     0,"",     0,"",
"Language used most often at work","          Ojibway-Potawatomi languages",,     0,"",     0,"",     0,"",
"Language used most often at work","            Anicinabemowin (Algonquin)",,     0,"",     0,"",     0,"",
"Language used most often at work","            Oji-Cree",,     0,"",     0,"",     0,"",
"Language used most often at work","            Ojibway languages",,     0,"",     0,"",     0,"",
"Language used most often at work","              Anishinaabemowin (Chippewa)",,     0,"",     0,"",     0,"",
"Language used most often at work","              Daawaamwin (Odawa)",,     0,"",     0,"",     0,"",
"Language used most often at work","              Saulteau (Western Ojibway)",,     0,"",     0,"",     0,"",
"Language used most often at work","              Ojibway, n.o.s.",,     0,"",     0,"",     0,"",
"Language used most often at work","          Algonquian languages, n.i.e.",,     0,"",     0,"",     0,"",
"Language used most often at work","        Athabaskan languages",,     0,"",     0,"",     0,"",
"Language used most often at work","          Northern Athabaskan languages",,     0,"",     0,"",     0,"",
"Language used most often at work","            Dakelh (Carrier)",,     0,"",     0,"",     0,"",
"Language used most often at work","            Dane-zaa (Beaver)",,     0,"",     0,"",     0,"",
"Language used most often at work","            Dene, n.o.s.",,     0,"",     0,"",     0,"",
"Language used most often at work","            Gwich'in",,     0,"",     0,"",     0,"",
"Language used most often at work","            Slavey-Hare languages",,     0,"",     0,"",     0,"",
"Language used most often at work","              Deh Gah Ghotie Zhatie (South Slavey)",,     0,"",     0,"",     0,"",
"Language used most often at work","              Satuotine Yati (North Slavey)",,     0,"",     0,"",     0,"",
"Language used most often at work","              Slavey, n.o.s.",,     0,"",     0,"",     0,"",
"Language used most often at work","            Tahltan languages",,     0,"",     0,"",     0,"",
"Language used most often at work","            Tlicho (Dogrib)",,     0,"",     0,"",     0,"",
"Language used most often at work","            Tse'khene (Sekani)",,     0,"",     0,"",     0,"",
"Language used most often at work","            Tsilhqot'in (Chilcotin)",,     0,"",     0,"",     0,"",
"Language used most often at work","            Tsuu T'ina (Sarsi)",,     0,"",     0,"",     0,"",
"Language used most often at work","            Tutchone languages",,     0,"",     0,"",     0,"",
"Language used most often at work","              Northern Tutchone",,     0,"",     0,"",     0,"",
"Language used most often at work","              Southern Tutchone",,     0,"",     0,"",     0,"",
"Language used most often at work","              Tutchone, n.o.s.",,     0,"",     0,"",     0,"",
"Language used most often at work","            Wetsuwet'en-Babine",,     0,"",     0,"",     0,"",
"Language used most often at work","          Tlingit",,     0,"",     0,"",     0,"",
"Language used most often at work","          Athabaskan languages, n.i.e.",,     0,"",     0,"",     0,"",
"Language used most often at work","        Haida",,     0,"",     0,"",     0,"",
"Language used most often at work","        Inuktut (Inuit) languages",,     0,"",     0,"",     0,"",
"Language used most often at work","          Inuinnaqtun (Inuvialuktun)",,     0,"",     0,"",     0,"",
"Language used most often at work","            Inuinnaqtun",,     0,"",     0,"",     0,"",
"Language used most often at work","            Inuvialuktun",,     0,"",     0,"",     0,"",
"Language used most often at work","          Inuktitut",,     0,"",     0,"",     0,"",
"Language used most often at work","          Inuktut (Inuit) languages, n.i.e.",,     0,"",     0,"",     0,"",
"Language used most often at work","        Iroquoian languages",,     0,"",     0,"",     0,"",
"Language used most often at work","          Mohawk",,     0,"",     0,"",     0,"",
"Language used most often at work","          Oneida",,     0,"",     0,"",     0,"",
"Language used most often at work","          Iroquoian languages, n.i.e.",,     0,"",     0,"",     0,"",
"Language used most often at work","        Ktunaxa (Kutenai)",,     0,"",     0,"",     0,"",
"Language used most often at work","        Michif",,     0,"",     0,"",     0,"",
"Language used most often at work","        Salish languages",,     0,"",     0,"",     0,"",
"Language used most often at work","          Halkomelem",,     0,"",     0,"",     0,"",
"Language used most often at work","          Lillooet",,     0,"",     0,"",     0,"",
"Language used most often at work","          Ntlakapamux (Thompson)",,     0,"",     0,"",     0,"",
"Language used most often at work","          Secwepemctsin (Shuswap)",,     0,"",     0,"",     0,"",
"Language used most often at work","          Squamish",,     0,"",     0,"",     0,"",
"Language used most often at work","          Straits",,     0,"",     0,"",     0,"",
"Language used most often at work","          Syilx (Okanagan)",,     0,"",     0,"",     0,"",
"Language used most often at work","          Salish languages, n.i.e.",,     0,"",     0,"",     0,"",
"Language used most often at work","        Siouan languages",,     0,"",     0,"",     0,"",
"Language used most often at work","          Assiniboine",,     0,"",     0,"",     0,"",
"Language used most often at work","          Dakota",,     0,"",     0,"",     0,"",
"Language used most often at work","          Stoney",,     0,"",     0,"",     0,"",
"Language used most often at work","          Siouan languages, n.i.e.",,     0,"",     0,"",     0,"",
"Language used most often at work","        Tsimshian languages",,     0,"",     0,"",     0,"",
"Language used most often at work","          Gitxsan (Gitksan)",,     0,"",     0,"",     0,"",
"Language used most often at work","          Nisga'a",,     0,"",     0,"",     0,"",
"Language used most often at work","          Tsimshian",,     0,"",     0,"",     0,"",
"Language used most often at work","        Wakashan languages",,    10,"",     0,"",    10,"",
"Language used most often at work","          Haisla",,     0,"",     0,"",     0,"",
"Language used most often at work","          Heiltsuk",,    10,"",     0,"",    10,"",
"Language used most often at work","          Kwak'wala (Kwakiutl)",,     0,"",     0,"",     0,"",
"Language used most often at work","          Nuu-chah-nulth (Nootka)",,     0,"",     0,"",     0,"",
"Language used most often at work","          Wakashan languages, n.i.e.",,     0,"",     0,"",     0,"",
"Language used most often at work","        Indigenous languages, n.i.e.",,     0,"",     0,"",     0,"",
"Language used most often at work","        Indigenous languages, n.o.s.",,     0,"",     0,"",     0,"",
"Language used most often at work","      Non-Indigenous languages",, 19610,"",  9570,"", 10040,"",
"Language used most often at work","        Afro-Asiatic languages",,    65,"",    25,"",    40,"",
"Language used most often at work","          Berber languages",,     0,"",     0,"",     0,"",
"Language used most often at work","            Kabyle",,     0,"",     0,"",     0,"",
"Language used most often at work","            Tamazight",,     0,"",     0,"",     0,"",
"Language used most often at work","            Berber languages, n.i.e.",,     0,"",     0,"",     0,"",
"Language used most often at work","          Chadic languages",,     0,"",     0,"",     0,"",
"Language used most often at work","          Coptic",,     0,"",     0,"",     0,"",
"Language used most often at work","          Cushitic languages",,     0,"",     0,"",     0,"",
"Language used most often at work","            Bilen",,     0,"",     0,"",     0,"",
"Language used most often at work","            Oromo",,     0,"",     0,"",     0,"",
"Language used most often at work","            Somali",,     0,"",     0,"",     0,"",
"Language used most often at work","            Cushitic languages, n.i.e.",,     0,"",     0,"",     0,"",
"Language used most often at work","          Semitic languages",,    65,"",    25,"",    40,"",
"Language used most often at work","            Amharic",,     0,"",     0,"",     0,"",
"Language used most often at work","            Arabic",,    35,"",    15,"",    25,"",
"Language used most often at work","            Aramaic languages",,     0,"",     0,"",     0,"",
"Language used most often at work","              Assyrian Neo-Aramaic",,     0,"",     0,"",     0,"",
"Language used most often at work","              Chaldean Neo-Aramaic",,     0,"",     0,"",     0,"",
"Language used most often at work","              Aramaic, n.o.s.",,     0,"",     0,"",     0,"",
"Language used most often at work","            Hebrew",,    30,"",    10,"",    20,"",
"Language used most often at work","            Tigrigna",,     0,"",     0,"",     0,"",
"Language used most often at work","            Semitic languages, n.i.e.",,     0,"",     0,"",     0,"",
"Language used most often at work","        Austro-Asiatic languages",,   750,"",   260,"",   495,"",
"Language used most often at work","          Khmer (Cambodian)",,     0,"",     0,"",     0,"",
"Language used most often at work","          Vietnamese",,   745,"",   260,"",   485,"",
"Language used most often at work","          Austro-Asiatic languages, n.i.e.",,     0,"",     0,"",     0,"",
"Language used most often at work","        Austronesian languages",,   225,"",   145,"",    80,"",
"Language used most often at work","          Bikol",,     0,"",     0,"",     0,"",
"Language used most often at work","          Bisaya, n.o.s.",,     0,"",     0,"",     0,"",
"Language used most often at work","          Cebuano",,     0,"",     0,"",     0,"",
"Language used most often at work","          Hiligaynon",,     0,"",     0,"",     0,"",
"Language used most often at work","          Ilocano",,    15,"",    10,"",     0,"",
"Language used most often at work","          Indonesian",,    45,"",    30,"",    20,"",
"Language used most often at work","          Kankanaey",,     0,"",     0,"",     0,"",
"Language used most often at work","          Malagasy languages",,     0,"",     0,"",     0,"",
"Language used most often at work","          Malay",,     0,"",     0,"",     0,"",
"Language used most often at work","          Pampangan (Kapampangan, Pampango)",,     0,"",     0,"",     0,"",
"Language used most often at work","          Pangasinan",,     0,"",     0,"",     0,"",
"Language used most often at work","          Tagalog (Pilipino, Filipino)",,   155,"",   105,"",    55,"",
"Language used most often at work","          Austronesian languages, n.i.e.",,     0,"",     0,"",     0,"",
"Language used most often at work","        Creole languages",,     0,"",     0,"",     0,"",
"Language used most often at work","          Haitian Creole",,     0,"",     0,"",     0,"",
"Language used most often at work","          Jamaican English Creole",,     0,"",     0,"",     0,"",
"Language used most often at work","          Morisyen",,     0,"",     0,"",     0,"",
"Language used most often at work","          Creole, n.o.s.",,     0,"",     0,"",     0,"",
"Language used most often at work","          Creole languages, n.i.e.",,     0,"",     0,"",     0,"",
"Language used most often at work","        Dravidian languages",,    30,"",    20,"",    15,"",
"Language used most often at work","          Kannada",,     0,"",     0,"",     0,"",
"Language used most often at work","          Malayalam",,     0,"",     0,"",     0,"",
"Language used most often at work","          Tamil",,    30,"",    20,"",    15,"",
"Language used most often at work","          Telugu",,     0,"",     0,"",     0,"",
"Language used most often at work","          Dravidian languages, n.i.e.",,     0,"",     0,"",     0,"",
"Language used most often at work","        Georgian",,     0,"",     0,"",     0,"",
"Language used most often at work","        Indo-European languages",,  2225,"",  1215,"",  1010,"",
"Language used most often at work","          Albanian",,     0,"",     0,"",     0,"",
"Language used most often at work","          Armenian",,     0,"",     0,"",     0,"",
"Language used most often at work","          Balto-Slavic languages",,   175,"",    60,"",   115,"",
"Language used most often at work","            Baltic languages",,     0,"",     0,"",     0,"",
"Language used most often at work","              Latvian",,     0,"",     0,"",     0,"",
"Language used most often at work","              Lithuanian",,     0,"",     0,"",     0,"",
"Language used most often at work","            Slavic languages",,   170,"",    55,"",   110,"",
"Language used most often at work","              Bulgarian",,     0,"",     0,"",     0,"",
"Language used most often at work","              Czech",,     0,"",     0,"",     0,"",
"Language used most often at work","              Macedonian",,     0,"",     0,"",     0,"",
"Language used most often at work","              Polish",,    15,"",     0,"",    15,"",
"Language used most often at work","              Russian",,   125,"",    35,"",    85,"",
"Language used most often at work","              Serbo-Croatian",,    10,"",     0,"",     0,"",
"Language used most often at work","                Bosnian",,     0,"",     0,"",     0,"",
"Language used most often at work","                Croatian",,     0,"",     0,"",     0,"",
"Language used most often at work","                Serbian",,     0,"",     0,"",     0,"",
"Language used most often at work","                Serbo-Croatian, n.i.e.",,     0,"",     0,"",     0,"",
"Language used most often at work","              Slovak",,     0,"",     0,"",     0,"",
"Language used most often at work","              Slovene (Slovenian)",,     0,"",     0,"",     0,"",
"Language used most often at work","              Ukrainian",,     0,"",     0,"",     0,"",
"Language used most often at work","              Slavic languages, n.i.e.",,     0,"",     0,"",     0,"",
"Language used most often at work","          Celtic languages",,     0,"",     0,"",     0,"",
"Language used most often at work","            Scottish Gaelic",,     0,"",     0,"",     0,"",
"Language used most often at work","            Celtic languages, n.i.e.",,     0,"",     0,"",     0,"",
"Language used most often at work","          Germanic languages",,    75,"",    25,"",    50,"",
"Language used most often at work","            Frisian",,     0,"",     0,"",     0,"",
"Language used most often at work","            High German languages",,    50,"",    10,"",    35,"",
"Language used most often at work","              German",,    40,"",     0,"",    35,"",
"Language used most often at work","              Pennsylvania German",,     0,"",     0,"",     0,"",
"Language used most often at work","              Swiss German",,     0,"",     0,"",     0,"",
"Language used most often at work","              Yiddish",,     0,"",     0,"",     0,"",
"Language used most often at work","            Low Saxon-Low Franconian languages",,    10,"",    10,"",     0,"",
"Language used most often at work","              Afrikaans",,     0,"",     0,"",     0,"",
"Language used most often at work","              Dutch",,    10,"",    10,"",     0,"",
"Language used most often at work","              Low German, n.o.s.",,     0,"",     0,"",     0,"",
"Language used most often at work","              Low Saxon",,     0,"",     0,"",     0,"",
"Language used most often at work","              Plautdietsch",,     0,"",     0,"",     0,"",
"Language used most often at work","              Vlaams (Flemish)",,     0,"",     0,"",     0,"",
"Language used most often at work","            Scandinavian languages",,    20,"",    10,"",    10,"",
"Language used most often at work","              Danish",,     0,"",     0,"",     0,"",
"Language used most often at work","              Icelandic",,     0,"",     0,"",     0,"",
"Language used most often at work","              Norwegian",,     0,"",     0,"",     0,"",
"Language used most often at work","              Swedish",,    10,"",     0,"",     0,"",
"Language used most often at work","            Germanic languages, n.i.e.",,     0,"",     0,"",     0,"",
"Language used most often at work","          Greek",,    20,"",    20,"",     0,"",
"Language used most often at work","          Indo-Iranian languages",,   915,"",   580,"",   335,"",
"Language used most often at work","            Indo-Aryan languages",,   570,"",   385,"",   185,"",
"Language used most often at work","              Bengali",,     0,"",     0,"",     0,"",
"Language used most often at work","              Gujarati",,     0,"",     0,"",     0,"",
"Language used most often at work","              Hindi",,    15,"",    10,"",    10,"",
"Language used most often at work","              Kacchi",,     0,"",     0,"",     0,"",
"Language used most often at work","              Marathi",,     0,"",     0,"",     0,"",
"Language used most often at work","              Nepali",,     0,"",     0,"",     0,"",
"Language used most often at work","              Punjabi (Panjabi)",,   535,"",   355,"",   175,"",
"Language used most often at work","              Sindhi",,     0,"",     0,"",     0,"",
"Language used most often at work","              Sinhala (Sinhalese)",,     0,"",     0,"",     0,"",
"Language used most often at work","              Urdu",,    15,"",    15,"",     0,"",
"Language used most often at work","              Indo-Aryan languages, n.i.e.",,     0,"",     0,"",     0,"",
"Language used most often at work","            Iranian languages",,   350,"",   195,"",   155,"",
"Language used most often at work","              Kurdish",,     0,"",     0,"",     0,"",
"Language used most often at work","              Pashto",,     0,"",     0,"",     0,"",
"Language used most often at work","              Persian languages",,   350,"",   195,"",   155,"",
"Language used most often at work","                Dari",,     0,"",     0,"",     0,"",
"Language used most often at work","                Iranian Persian",,   330,"",   185,"",   140,"",
"Language used most often at work","                Persian (Farsi), n.o.s.",,    20,"",    10,"",     0,"",
"Language used most often at work","              Iranian languages, n.i.e.",,     0,"",     0,"",     0,"",
